run_id,video_id,group,positions,slot,t_origin,split10_coarse,clip_ss,clip_frames,k0,final_time,split10,clock_resid_p95,clock_monotone,n_clock,bib,bib_agree
Sr-Q6UjJq6g_015,Sr-Q6UjJq6g,Defensive Line,DT,1088,316.16,,315.1482,202,33.751,5.13,,0.0161,True,153,2,1.0
Sr-Q6UjJq6g_016,Sr-Q6UjJq6g,Defensive Line,DT,1088,338.875,,337.8709,202,33.167,5.11,,0.0183,True,153,3,1.0
Sr-Q6UjJq6g_017,Sr-Q6UjJq6g,Defensive Line,DT,1088,351.31,,350.2833,194,34.223,4.86,,0.0107,True,145,5,1.0
Sr-Q6UjJq6g_018,Sr-Q6UjJq6g,Defensive Line,DT,1088,365.31,,364.2973,205,33.591,5.22,,0.012,True,156,6,1.0
Sr-Q6UjJq6g_019,Sr-Q6UjJq6g,Defensive Line,DT,1088,392.96500000000003,,391.9582,201,33.322,5.09,,0.011,True,152,9,1.0
Sr-Q6UjJq6g_020,Sr-Q6UjJq6g,Defensive Line,DT,1088,407.69,,406.6729,195,33.366,4.9,,0.0124,True,146,12,1.0
Sr-Q6UjJq6g_021,Sr-Q6UjJq6g,Defensive Line,DT,1088,428.29,,427.2602,194,34.027,4.86,,0.0166,True,146,13,1.0
Sr-Q6UjJq6g_022,Sr-Q6UjJq6g,Defensive Line,DT,1088,439.33,,438.3045,204,32.809,5.18,,4.8387,False,164,15,0.941
Sr-Q6UjJq6g_023,Sr-Q6UjJq6g,Defensive Line,DT,1088,449.39,,448.3813,196,33.615,4.92,,0.0123,True,147,19,0.964
Sr-Q6UjJq6g_024,Sr-Q6UjJq6g,Defensive Line,DT,1088,464.9,,463.8968,201,32.321,5.08,,0.0118,True,152,20,1.0
Sr-Q6UjJq6g_025,Sr-Q6UjJq6g,Defensive Line,DT,1088,485.82,,484.8177,193,33.325,4.84,,0.0174,True,145,25,1.0
UcatZ1FYe5E_000,UcatZ1FYe5E,Safeties,SAF,1022,5.15,,4.1375,183,33.408,4.48,,0.0153,True,90,33,1.0
UcatZ1FYe5E_001,UcatZ1FYe5E,Safeties,SAF,1022,32.5,,31.4981,185,33.12,4.56,,0.0165,True,137,35,1.0
UcatZ1FYe5E_002,UcatZ1FYe5E,Safeties,SAF,1022,46.27,,45.2452,185,33.917,4.54,,0.0169,True,136,36,1.0
UcatZ1FYe5E_003,UcatZ1FYe5E,Safeties,SAF,1022,63.65,,62.6292,181,33.941,4.41,,0.0121,True,131,38,1.0
UcatZ1FYe5E_004,UcatZ1FYe5E,Safeties,SAF,1022,87.1,,86.086,181,33.73,4.42,,0.0148,True,132,39,1.0
UcatZ1FYe5E_005,UcatZ1FYe5E,Safeties,SAF,1022,102.6,,101.5681,185,34.228,4.55,,0.0112,True,136,40,1.0
UcatZ1FYe5E_006,UcatZ1FYe5E,Safeties,SAF,1022,129.99,,128.9622,183,34.013,4.48,,0.0115,True,134,43,1.0
UcatZ1FYe5E_007,UcatZ1FYe5E,Safeties,SAF,1022,149.59,,148.5818,181,33.588,4.41,,0.0109,True,131,44,1.0
UcatZ1FYe5E_008,UcatZ1FYe5E,Safeties,SAF,1022,189.59,,188.5884,182,33.015,4.47,,0.0115,True,133,45,1.0
UcatZ1FYe5E_009,UcatZ1FYe5E,Safeties,SAF,1022,213.4,,212.3788,178,32.834,4.32,,0.0119,True,129,48,1.0
UcatZ1FYe5E_010,UcatZ1FYe5E,Safeties,SAF,1022,252.57,,251.5513,179,33.831,4.34,,0.0144,True,129,49,1.0
UcatZ1FYe5E_011,UcatZ1FYe5E,Safeties,SAF,1022,284.67,,283.65,177,33.805,4.28,,0.0125,True,127,50,1.0
UcatZ1FYe5E_012,UcatZ1FYe5E,Safeties,SAF,1022,338.995,,337.971,183,33.977,4.5,,0.0156,True,134,51,1.0
UcatZ1FYe5E_013,UcatZ1FYe5E,Safeties,SAF,1088,379.945,,378.9119,181,34.161,4.44,,0.0107,True,129,33,1.0
UcatZ1FYe5E_014,UcatZ1FYe5E,Safeties,SAF,1088,393.125,,392.0917,185,33.063,4.57,,0.0118,True,136,35,1.0
UcatZ1FYe5E_015,UcatZ1FYe5E,Safeties,SAF,1088,405.745,,404.7377,184,33.416,4.53,,0.0129,True,136,36,1.0
UcatZ1FYe5E_016,UcatZ1FYe5E,Safeties,SAF,1088,417.235,,416.2158,182,33.82,4.45,,0.0108,True,132,38,0.978
UcatZ1FYe5E_017,UcatZ1FYe5E,Safeties,SAF,1088,430.81,,429.796,180,33.489,4.4,,0.0122,True,132,39,1.0
UcatZ1FYe5E_018,UcatZ1FYe5E,Safeties,SAF,1088,443.0,,441.9749,184,33.616,4.53,,0.0167,True,136,40,1.0
UcatZ1FYe5E_019,UcatZ1FYe5E,Safeties,SAF,1088,453.825,,452.819,183,33.546,4.49,,0.0113,True,135,43,1.0
UcatZ1FYe5E_020,UcatZ1FYe5E,Safeties,SAF,1088,467.21,,466.1991,181,33.458,4.42,,0.0118,True,132,44,1.0
UcatZ1FYe5E_021,UcatZ1FYe5E,Safeties,SAF,1088,486.855,,485.852,177,33.519,4.28,,0.0121,True,129,50,1.0
UcatZ1FYe5E_022,UcatZ1FYe5E,Safeties,SAF,1088,525.02,,523.9901,185,34.03,4.55,,0.0163,True,136,51,1.0
W23Nvg3rw6U_000,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,45.89,1.77,44.8782,202,33.452,5.12,1.77,0.0193,True,152,2,1.0
W23Nvg3rw6U_001,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,67.595,1.82,66.5665,206,34.2,5.27,1.82,0.0123,True,157,3,1.0
W23Nvg3rw6U_002,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,80.96,1.89,79.9465,213,32.731,5.5,1.89,0.0112,True,164,4,1.0
W23Nvg3rw6U_003,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,103.05,1.77,102.0353,199,34.024,5.03,1.77,0.0162,True,150,5,0.918
W23Nvg3rw6U_004,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,144.84,1.78,143.8103,202,34.022,5.12,1.78,0.0118,True,153,6,1.0
W23Nvg3rw6U_005,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,164.96,1.73,163.9304,199,34.238,5.02,1.73,0.0127,True,150,7,1.0
W23Nvg3rw6U_006,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,176.32,1.8,175.3085,204,33.473,5.18,1.8,0.0132,True,156,9,1.0
W23Nvg3rw6U_007,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,188.6,1.78,187.5874,197,33.588,4.96,1.78,0.0105,True,149,10,1.0
W23Nvg3rw6U_008,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,201.1,1.75,200.0999,200,33.432,5.07,1.75,0.0206,True,151,11,1.0
W23Nvg3rw6U_009,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,211.595,1.86,210.577,205,33.609,5.22,1.86,0.017,True,156,12,0.946
W23Nvg3rw6U_010,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,222.83,1.85,221.8216,205,33.387,5.21,1.85,0.012,True,156,13,0.873
W23Nvg3rw6U_011,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,243.475,1.8,242.4422,203,34.084,5.16,1.8,0.0117,True,154,16,1.0
W23Nvg3rw6U_012,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,276.98,1.75,275.9757,197,32.186,4.95,1.75,0.0115,True,148,17,1.0
W23Nvg3rw6U_013,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,293.085,1.79,292.0584,203,33.76,5.16,1.79,0.0116,True,154,18,1.0
W23Nvg3rw6U_014,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,339.18,1.86,338.1712,209,33.271,5.37,1.86,0.0189,True,161,19,1.0
W23Nvg3rw6U_015,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,363.7,1.84,362.6957,204,32.403,5.19,1.84,0.017,True,154,20,1.0
W23Nvg3rw6U_016,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,392.8,1.73,391.7914,196,33.541,4.91,1.73,0.0122,True,85,22,1.0
W23Nvg3rw6U_017,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,424.03,1.76,423.0226,196,32.363,4.93,1.76,0.0133,True,147,23,1.0
W23Nvg3rw6U_018,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,443.81,1.72,442.809,197,33.17,4.95,1.72,0.0117,True,148,24,1.0
W23Nvg3rw6U_019,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,477.245,1.74,476.2424,201,33.116,5.1,1.74,0.0157,True,152,27,1.0
W23Nvg3rw6U_020,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,502.54,1.84,501.5344,201,33.476,5.09,1.84,0.0128,True,151,28,1.0
W23Nvg3rw6U_021,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,580.79,,579.7792,202,33.591,5.12,,0.012,True,154,2,1.0
W23Nvg3rw6U_022,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,595.2,,594.1936,206,32.277,5.25,,0.0112,True,157,3,1.0
W23Nvg3rw6U_023,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,607.15,,606.1389,209,33.306,5.36,,0.0114,True,160,4,1.0
W23Nvg3rw6U_024,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,618.765,,617.7505,199,33.827,5.03,,0.0113,True,150,5,0.957
W23Nvg3rw6U_025,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,641.67,,640.64,201,33.942,5.08,,0.0112,True,151,6,1.0
W23Nvg3rw6U_026,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,688.41,,687.3867,197,33.019,4.96,,0.0115,True,148,7,1.0
W23Nvg3rw6U_027,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,724.39,,723.3893,204,32.939,5.19,,0.0169,True,155,9,1.0
W23Nvg3rw6U_028,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,738.31,,737.3032,196,33.52,4.94,,0.0109,True,148,10,1.0
W23Nvg3rw6U_029,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,750.96,,749.9492,199,33.458,5.02,,0.0158,True,150,11,1.0
W23Nvg3rw6U_030,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,762.41,,761.394,205,33.772,5.23,,0.0179,True,157,12,1.0
W23Nvg3rw6U_031,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,774.7,,773.6729,208,33.852,5.31,,0.0111,True,158,13,1.0
W23Nvg3rw6U_032,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,795.68,,794.6605,203,33.656,5.15,,0.012,True,154,16,1.0
W23Nvg3rw6U_033,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,807.91,,806.9061,197,33.015,4.96,,0.0134,True,148,17,0.913
W23Nvg3rw6U_034,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,840.43,,839.4052,210,33.8,5.38,,0.0106,True,160,19,1.0
W23Nvg3rw6U_035,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,867.18,,866.1653,205,33.649,5.22,,0.0116,True,156,20,1.0
W23Nvg3rw6U_036,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,890.0,,888.9881,196,33.292,4.93,,0.0178,True,147,22,1.0
W23Nvg3rw6U_037,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,922.34,,921.3204,196,33.953,4.93,,0.0111,True,147,24,1.0
W23Nvg3rw6U_038,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,955.78,,954.7538,203,33.801,5.15,,0.0111,True,145,27,1.0
W23Nvg3rw6U_039,W23Nvg3rw6U,Offensive Lineman Group 1,OT|G|C,1088,972.89,,971.8709,201,32.809,5.09,,0.0123,True,152,28,1.0
f9RAoGpGkIY_000,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,37.995000000000005,1.74,36.9703,197,33.843,4.94,1.74,0.0167,True,149,31,1.0
f9RAoGpGkIY_001,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,64.8,1.75,63.7971,198,33.464,5.0,1.75,0.0117,True,150,33,1.0
f9RAoGpGkIY_002,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,89.28,1.77,88.2548,201,33.919,5.09,1.77,0.0132,True,152,35,1.0
f9RAoGpGkIY_003,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,104.39,1.73,103.3699,201,33.854,5.1,1.73,0.0127,True,152,36,1.0
f9RAoGpGkIY_004,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,142.96,1.78,141.9418,202,33.728,5.14,1.78,0.0188,True,154,38,1.0
f9RAoGpGkIY_005,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,166.93,1.82,165.8991,204,34.147,5.19,1.82,0.0126,True,155,39,1.0
f9RAoGpGkIY_006,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,212.35,1.82,211.3445,205,33.436,5.22,1.82,0.0136,True,156,40,1.0
f9RAoGpGkIY_007,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,251.905,1.84,250.884,205,33.933,5.22,1.84,0.0151,True,156,41,1.0
f9RAoGpGkIY_008,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,264.6,1.85,263.5967,207,33.527,5.29,1.85,0.0132,True,158,42,1.0
f9RAoGpGkIY_009,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,277.55,1.81,276.5429,200,33.428,5.06,1.81,0.0127,True,151,44,1.0
f9RAoGpGkIY_010,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,289.12,1.8,288.0878,203,33.971,5.17,1.8,0.011,True,154,46,1.0
f9RAoGpGkIY_011,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,301.9,1.78,300.8672,202,34.274,5.14,1.78,0.014,True,154,47,1.0
f9RAoGpGkIY_012,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,313.14,1.82,312.1118,209,34.021,5.36,1.82,0.018,True,160,48,0.981
f9RAoGpGkIY_013,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,324.58,1.84,323.5566,205,32.941,5.24,1.84,0.0172,True,157,49,0.966
f9RAoGpGkIY_014,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,339.18,1.74,338.1712,199,33.501,5.04,1.74,0.026,True,151,52,1.0
f9RAoGpGkIY_015,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,364.55,1.79,363.5298,200,32.728,5.05,1.79,0.0109,True,150,53,1.0
f9RAoGpGkIY_016,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,402.79,,401.768,196,33.799,4.91,,0.0127,True,147,31,1.0
f9RAoGpGkIY_017,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,427.33,,426.3259,199,33.414,5.01,,0.011,True,150,33,1.0
f9RAoGpGkIY_018,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,439.9,,438.8718,199,33.001,5.04,,0.0177,True,151,35,1.0
f9RAoGpGkIY_019,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,460.56,,459.5591,201,33.143,5.1,,0.0141,True,152,36,1.0
f9RAoGpGkIY_020,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,485.89,,484.8844,204,33.425,5.2,,0.0158,True,156,38,1.0
f9RAoGpGkIY_021,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,499.29,,498.2644,203,33.92,5.15,,0.0175,True,153,39,1.0
f9RAoGpGkIY_022,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,531.53,,530.4966,206,33.416,5.25,,0.0117,True,157,41,1.0
f9RAoGpGkIY_023,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,571.03,,570.0028,207,34.257,5.29,,0.0149,True,158,42,1.0
f9RAoGpGkIY_024,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,585.64,,584.6174,200,34.15,5.06,,0.0122,True,151,44,1.0
f9RAoGpGkIY_025,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,597.73,,596.7295,201,33.295,5.1,,0.0115,True,152,47,1.0
f9RAoGpGkIY_026,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,609.1,,608.0741,209,33.9,5.37,,0.0111,True,160,48,1.0
f9RAoGpGkIY_027,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,620.585,,619.5523,204,34.205,5.19,,0.0133,True,155,49,0.941
f9RAoGpGkIY_028,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,632.81,,631.7978,199,33.707,5.02,,0.0131,True,150,52,1.0
f9RAoGpGkIY_029,f9RAoGpGkIY,Offensive Lineman Group 2,OT|G|C,1088,650.75,,649.7491,199,33.322,5.02,,0.0127,True,150,53,1.0
g__zmhX838U_000,g__zmhX838U,Running Backs,RB,1022,16.63,,15.6156,180,33.9,4.38,,0.0148,True,130,3,1.0
g__zmhX838U_001,g__zmhX838U,Running Backs,RB,1022,42.32,,41.3079,182,33.527,4.47,,0.0111,True,134,7,1.0
g__zmhX838U_002,g__zmhX838U,Running Backs,RB,1022,58.96,,57.9579,185,33.136,4.55,,0.0111,True,136,9,1.0
g__zmhX838U_003,g__zmhX838U,Running Backs,RB,1022,87.55,,86.5198,186,33.941,4.6,,0.0131,True,137,10,1.0
g__zmhX838U_004,g__zmhX838U,Running Backs,RB,1022,111.43,,110.4103,179,33.686,4.37,,0.015,True,131,11,1.0
g__zmhX838U_005,g__zmhX838U,Running Backs,RB,1022,150.08,,149.0489,183,34.412,4.5,,0.0113,True,134,12,1.0
g__zmhX838U_006,g__zmhX838U,Running Backs,RB,1022,168.2,,167.167,181,34.072,4.43,,0.0115,True,132,13,1.0
g__zmhX838U_007,g__zmhX838U,Running Backs,RB,1022,179.37,,178.3448,183,33.928,4.5,,0.0129,True,134,15,1.0
g__zmhX838U_008,g__zmhX838U,Running Backs,RB,1022,212.43,,211.4112,184,33.689,4.51,,0.0111,True,134,16,1.0
g__zmhX838U_009,g__zmhX838U,Running Backs,RB,1088,242.5,,241.4746,179,33.778,4.37,,0.0141,True,131,3,1.0
g__zmhX838U_010,g__zmhX838U,Running Backs,RB,1088,254.255,,253.253,182,33.459,4.45,,0.0182,True,132,7,1.0
g__zmhX838U_011,g__zmhX838U,Running Backs,RB,1088,265.52,,264.4976,184,34.022,4.53,,0.0131,True,135,9,1.0
g__zmhX838U_012,g__zmhX838U,Running Backs,RB,1088,275.88,,274.8746,185,33.143,4.57,,4.5947,False,144,10,0.951
g__zmhX838U_013,g__zmhX838U,Running Backs,RB,1088,286.44,,285.4185,179,34.003,4.36,,0.0191,True,130,11,0.904
g__zmhX838U_014,g__zmhX838U,Running Backs,RB,1088,295.47,,294.4608,184,33.482,4.54,,5.2269,False,151,12,0.942
g__zmhX838U_015,g__zmhX838U,Running Backs,RB,1088,315.55,,314.5476,182,33.381,4.46,,0.0174,True,134,13,1.0
g__zmhX838U_016,g__zmhX838U,Running Backs,RB,1088,357.765,,356.7564,184,33.113,4.51,,0.0199,True,135,15,1.0
g__zmhX838U_017,g__zmhX838U,Running Backs,RB,1088,402.21500000000003,,401.2008,184,33.727,4.51,,0.011,True,134,16,1.0
olzS7RidilY_000,olzS7RidilY,Linebackers,LB,1022,24.765,,23.7571,182,33.191,4.47,,0.0191,True,133,6,1.0
olzS7RidilY_001,olzS7RidilY,Linebackers,LB,1022,41.875,,40.8742,186,33.036,4.6,,0.0152,True,138,10,1.0
olzS7RidilY_002,olzS7RidilY,Linebackers,LB,1022,61.45,,60.427,187,33.724,4.62,,0.0144,True,139,11,1.0
olzS7RidilY_003,olzS7RidilY,Linebackers,LB,1022,84.68,,83.6502,186,34.393,4.59,,0.0114,True,102,12,1.0
olzS7RidilY_004,olzS7RidilY,Linebackers,LB,1022,108.18,,107.1737,186,32.325,4.58,,0.0175,True,137,13,1.0
olzS7RidilY_005,olzS7RidilY,Linebackers,LB,1022,120.275,,119.2525,186,34.135,4.6,,0.0114,True,137,14,0.866
olzS7RidilY_006,olzS7RidilY,Linebackers,LB,1022,133.175,,132.1654,185,33.501,4.57,,0.0129,True,137,16,1.0
olzS7RidilY_007,olzS7RidilY,Linebackers,LB,1022,150.01,,148.9822,184,33.962,4.54,,0.0135,True,135,18,1.0
olzS7RidilY_008,olzS7RidilY,Linebackers,LB,1022,170.33,,169.3025,184,34.17,4.53,,0.0115,True,136,20,1.0
olzS7RidilY_009,olzS7RidilY,Linebackers,LB,1022,205.26,,204.2374,187,33.992,4.61,,0.0189,True,138,21,1.0
olzS7RidilY_010,olzS7RidilY,Linebackers,LB,1022,225.445,,224.4242,186,33.725,4.58,,0.0117,True,137,23,1.0
olzS7RidilY_011,olzS7RidilY,Linebackers,LB,1022,246.99,,245.9791,187,33.535,4.64,,0.0108,True,139,24,1.0
olzS7RidilY_012,olzS7RidilY,Linebackers,LB,1088,334.83,,333.8001,184,34.256,4.53,,0.0193,True,135,6,1.0
olzS7RidilY_013,olzS7RidilY,Linebackers,LB,1088,347.55,,346.5462,187,33.268,4.63,,0.018,True,138,10,1.0
olzS7RidilY_014,olzS7RidilY,Linebackers,LB,1088,359.96,,358.9586,187,32.284,4.63,,0.0114,True,138,11,1.0
olzS7RidilY_015,olzS7RidilY,Linebackers,LB,1088,372.59,,371.5712,184,33.819,4.52,,0.0128,True,134,12,1.0
olzS7RidilY_016,olzS7RidilY,Linebackers,LB,1088,384.29,,383.2829,186,33.497,4.58,,0.0109,True,137,13,1.0
olzS7RidilY_017,olzS7RidilY,Linebackers,LB,1088,393.37,,392.3586,186,33.295,4.58,,0.0117,True,114,14,0.779
olzS7RidilY_018,olzS7RidilY,Linebackers,LB,1088,433.62,,432.5988,185,33.918,4.54,,0.0117,True,135,16,1.0
olzS7RidilY_019,olzS7RidilY,Linebackers,LB,1088,459.59,,458.5581,185,33.912,4.55,,0.0116,True,136,18,1.0
olzS7RidilY_020,olzS7RidilY,Linebackers,LB,1088,485.49,,484.484,182,33.505,4.47,,0.013,True,134,20,1.0
olzS7RidilY_021,olzS7RidilY,Linebackers,LB,1088,534.73,,533.6998,186,34.221,4.58,,0.0133,True,137,21,1.0
olzS7RidilY_022,olzS7RidilY,Linebackers,LB,1088,578.13,,577.1099,185,33.626,4.57,,0.011,True,137,23,1.0
olzS7RidilY_023,olzS7RidilY,Linebackers,LB,1088,602.06,,601.0338,187,33.004,4.64,,0.02,True,139,24,1.0
